Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Parent Education Level,Gender,Engagement Level,Contact Info,Library Card Number,Grade Level,Age,Country
S00293,7.1,68.7,56.4,Associate,Female,2,365-547-9955,LC3329,Grade 11,16,France
S00294,14.2,65.4,56.0,Bachelor,Male,1,434-807-4241,LC6768,Grade 11,16,Spain
S00295,11.8,63.7,59.5,Bachelor,Male,4,795-441-8371,,Grade 12,17,England
S00296,6.5,65.6,52.2,High School,Male,0,489-791-5405,LC5586,Grade 12,17,England
S00297,14.5,87.1,71.2,High School,Male,0,578-292-1818,LC6082,Grade 10,15,France
S00298,11.5,74.2,,Doctorate,Female,1,729-958-4208,LC9985,Grade 11,16,Germany
S00299,14.1,94.7,64.8,Associate,Female,5,420-227-8629,LC6851,Grade 11,16,Portugal
S00300,13.1,84.3,60.4,Associate,Female,,138-843-5478,,Grade 12,17,Germany
S00301,5.9,75.6,,High School,Female,1,738-786-7621,LC8522,Grade 11,16,England
S00302,7.2,82.5,68.8,Doctorate,Female,2,145-648-7304,LC2055,Grade 12,17,France
S00303,13.7,98.9,59.7,High School,Male,0,246-349-7037,,Grade 11,16,France
S00304,13.1,88.1,62.8,Bachelor,Male,1,918-848-9695,,Grade 12,17,Germany
S00305,9.9,80.6,62.8,Bachelor,Male,1,124-439-1373,,Grade 12,17,Spain
S00306,10.6,83.5,75.1,Master,Male,5,938-456-9758,LC7668,Grade 11,16,France
S00307,16.4,51.9,53.3,High School,Male,4,196-768-7566,,Grade 12,16,France
S00308,7.0,126.4,58.0,Doctorate,Male,0,351-271-8983,LC4710,Grade 11,16,Germany
S00309,12.7,85.6,36.5,Associate,Female,2,274-305-9113,,Grade 11,16,France
S00310,9.0,87.6,48.9,Master,Male,0,469-535-9576,LC4979,Grade 11,15,Germany
S00311,8.9,,61.5,Master,Female,3,710-929-2593,LC1283,Grade 11,16,Germany
S00312,15.5,29.0,58.4,Associate,Male,0,225-409-1102,LC1661,Grade 11,16,Germany
S00313,14.1,69.7,35.6,Bachelor,Male,0,138-762-5803,,Grade 12,17,Germany
S00314,14.1,76.5,72.9,Doctorate,Male,0,554-646-1097,LC4751,Grade 12,18,Portugal
S00315,16.5,58.5,51.8,Bachelor,Female,2,925-390-7875,LC8780,Grade 12,17,England
S00316,10.1,,40.7,Associate,Male,0,227-639-5168,,Grade 12,17,Spain
S00317,13.4,68.2,70.5,Master,Male,1,654-127-3094,LC9434,Grade 12,17,Germany
S00318,8.4,90.4,77.5,Master,Male,1,480-930-3775,LC2278,Grade 12,17,Germany
S00319,11.6,100.1,200.0,Bachelor,Female,1,976-636-3249,LC7436,Grade 10,14,Spain
S00320,9.3,78.4,75.2,,Female,0,575-352-5611,LC2139,Grade 11,16,France
S00321,10.5,63.7,61.8,Doctorate,Male,2,404-119-8631,LC6031,Grade 12,17,Spain
S00322,13.0,67.8,61.2,Bachelor,Male,0,774-199-2630,LC6527,Grade 10,15,Spain
S00323,5.9,77.0,48.2,High School,Male,2,685-827-5366,,Grade 12,17,Germany
S00324,20.5,79.4,62.7,Doctorate,Male,1,945-534-6468,,Grade 11,16,Germany
S00325,,83.7,63.6,Master,Male,1,440-741-2788,LC5189,Grade 11,16,Germany
S00326,3.9,66.2,98.8,Master,Male,0,690-468-4241,LC4803,Grade 11,16,Spain
S00327,15.8,85.6,72.8,Master,Female,5,907-246-5481,LC4314,Grade 10,15,Germany
S00328,14.0,84.0,,High School,Female,0,645-220-8661,LC3623,Grade 11,16,Germany
S00329,13.1,67.1,82.7,High School,Male,0,453-706-7399,LC6555,Grade 11,16,Germany
S00330,13.1,40.6,78.3,Associate,Male,4,494-414-8564,LC8514,Grade 11,16,France
S00331,9.9,57.3,43.2,Associate,Male,1,724-608-8072,,Grade 12,17,Spain
S00332,5.5,106.4,74.9,Bachelor,Female,,541-914-9958,LC8752,Grade 12,17,Portugal
S00333,10.4,41.1,66.5,High School,Male,1,156-775-7031,,Grade 11,16,Portugal
S00334,6.6,101.4,54.5,Associate,Female,2,827-329-5559,LC4965,Grade 11,16,Spain
S00335,14.9,40.4,49.5,Master,Female,0,932-951-7051,LC8043,Grade 12,17,England
S00336,9.3,59.5,62.8,Associate,Female,5,162-360-3011,LC8966,Grade 12,17,Portugal
S00337,5.9,67.5,64.8,Associate,Male,1,199-182-8750,LC3917,Grade 11,16,Germany
S00338,8.4,110.6,82.2,High School,Male,0,722-579-6636,LC6036,Grade 12,17,England
S00339,12.1,75.5,31.2,Doctorate,Male,3,800-327-8155,LC8566,Grade 11,16,Portugal
S00340,7.2,70.7,46.1,Doctorate,Male,3,408-863-6332,,Grade 10,15,Spain
S00341,5.9,56.3,67.9,Associate,Male,2,891-718-3038,LC8427,Grade 11,15,France
S00342,11.2,85.4,62.9,Bachelor,Male,2,584-243-9247,LC8405,Grade 11,16,Portugal
S00343,11.2,64.7,66.7,Associate,Male,4,894-453-3924,LC4442,Grade 11,16,Spain
S00344,7.5,70.4,58.1,Master,Male,1,798-139-7792,LC6391,Grade 10,15,Portugal
S00345,7.6,67.8,68.7,Master,Female,0,608-476-5547,,Grade 12,17,France
S00346,11.2,89.4,41.2,Associate,Male,1,214-359-2367,LC4883,Grade 10,15,Germany
S00347,2.8,90.2,96.5,Bachelor,Male,0,186-613-1384,LC5049,Grade 11,16,France
S00348,3.0,57.2,71.3,Master,Male,5,915-790-7738,,Grade 12,17,Germany
S00349,6.4,62.5,71.9,Bachelor,Male,2,633-701-8085,,Grade 11,16,Germany
S00350,8.9,60.5,49.0,Master,Female,,870-661-8531,LC8926,Grade 11,16,France
S00351,11.6,78.7,,High School,Male,4,547-812-2338,LC1152,Grade 10,15,Spain
S00352,17.4,93.1,72.7,Associate,Male,3,660-105-6230,LC5256,Grade 12,16,Germany
S00353,14.3,78.9,59.7,Bachelor,Male,1,995-707-3361,LC4500,Grade 11,16,Germany
S00354,9.2,31.2,69.0,Bachelor,Male,1,971-899-2144,,Grade 11,16,England
S00355,9.9,,53.3,Bachelor,Male,1,281-759-5040,,Grade 12,17,Germany
S00356,5.0,48.0,44.9,Associate,Female,2,605-259-4641,LC8883,Grade 12,18,Germany
S00357,9.9,60.7,81.7,High School,Male,4,132-967-6500,LC9910,Grade 11,16,Spain
S00358,8.6,79.0,51.6,,Male,3,453-308-2646,LC1650,Grade 10,15,Germany
S00359,11.6,73.3,78.6,Master,Male,1,790-738-4549,LC2871,Grade 12,17,England
S00360,5.9,92.5,52.4,Doctorate,Female,3,977-683-7740,LC2430,Grade 12,17,England
S00361,12.6,62.8,,Bachelor,Male,2,466-512-6555,LC8279,Grade 12,17,France
S00362,17.7,55.7,59.2,Doctorate,Female,2,816-767-4042,,Grade 11,17,Spain
S00363,9.5,68.8,61.8,High School,Male,1,506-689-6700,LC5281,Grade 12,17,France
S00364,12.0,94.5,76.4,Master,Male,2,897-419-9084,LC6741,Grade 12,17,Germany
S00365,13.5,87.6,89.5,Associate,Female,1,342-272-3872,LC6766,Grade 11,16,Germany
S00366,,76.7,62.1,Master,Male,1,867-448-3124,LC6520,Grade 12,17,Spain
S00367,-1.0,101.5,66.8,,Female,2,713-689-7951,,Grade 10,15,England
S00368,10.1,97.9,61.0,Doctorate,Male,2,875-577-5970,LC8786,Grade 11,16,Portugal
S00369,10.5,90.8,66.3,Master,Female,2,257-612-8388,LC2320,Grade 11,16,Germany
S00370,,51.4,54.2,Master,Female,1,295-774-2782,LC8853,Grade 11,16,Portugal
S00371,10.1,90.7,49.5,Doctorate,Female,4,639-831-9982,LC6510,Grade 11,16,Germany
S00372,12.5,71.0,69.9,High School,Male,0,555-944-2531,,Grade 11,16,England
S00373,17.3,,68.3,Bachelor,Female,0,248-556-4651,,Grade 11,16,France
S00374,14.8,,82.0,Associate,Male,0,472-692-7654,LC9285,Grade 10,15,Germany
S00375,20.8,71.6,65.7,Bachelor,Male,0,175-804-3224,LC6246,Grade 12,17,Portugal
S00376,6.2,62.5,64.3,High School,Male,5,677-957-5215,LC8405,Grade 11,17,England
S00377,14.4,78.4,72.8,Associate,Female,1,780-535-7751,LC8405,Grade 11,16,France
S00378,10.9,71.5,200.0,,Female,0,138-410-1034,LC8903,Grade 11,16,Germany
S00379,20.9,79.4,62.6,Doctorate,Male,1,660-814-4615,,Grade 11,16,Germany
S00380,6.0,86.1,26.4,Associate,Male,4,831-394-6248,LC9736,Grade 11,16,England
S00381,5.8,69.1,49.2,Associate,Female,0,489-867-1159,LC1626,Grade 12,17,England
S00382,7.0,60.3,81.1,High School,Male,2,279-732-1865,LC2213,Grade 12,16,Spain
S00383,-0.6,34.9,,Master,Female,1,962-283-3144,LC4988,Grade 12,17,Germany
S00384,7.4,90.4,85.0,Associate,Male,5,674-543-1348,LC6123,Grade 11,16,England
S00385,6.2,76.6,58.4,Associate,Female,0,117-322-9552,LC4437,Grade 11,16,Germany
S00386,10.8,71.5,60.1,Doctorate,Female,1,842-937-1545,LC1989,Grade 12,18,Portugal
S00387,11.7,98.4,76.1,Bachelor,Female,1,509-616-8024,,Grade 11,16,France
S00388,19.4,49.2,74.0,Doctorate,Male,2,782-679-5581,LC6050,Grade 12,17,France
S00389,,76.1,,Bachelor,Male,2,614-485-8368,LC7594,Grade 11,16,Spain
S00390,7.1,55.7,65.6,Bachelor,Male,1,913-758-9118,,Grade 10,15,England
S00391,5.5,88.1,64.2,Associate,Male,5,334-759-9646,LC5926,Grade 12,17,Spain
S00392,12.5,30.5,47.7,High School,Male,2,897-644-4803,LC5480,Grade 11,16,Germany
S00393,3.4,91.1,56.0,Bachelor,Male,5,420-655-5005,LC3642,Grade 10,15,Germany
S00394,19.2,90.3,69.0,Master,Female,0,715-666-7317,,Grade 11,16,England
S00395,15.9,56.5,61.7,High School,Male,1,387-841-3937,,Grade 11,16,Germany
S00396,7.7,76.3,79.0,High School,Female,5,367-213-9827,LC2214,Grade 11,16,France
S00397,,57.0,91.4,Master,Male,2,834-422-8705,LC1756,Grade 11,16,Germany
S00398,16.8,83.6,79.2,Bachelor,Male,5,909-877-4977,LC3933,Grade 11,16,Germany
S00399,9.4,91.4,71.7,Bachelor,Male,1,171-976-9400,,Grade 11,16,Spain
S00400,16.2,54.9,62.8,Doctorate,Male,1,824-378-4122,LC5334,Grade 11,16,Germany
S00401,2.0,49.1,76.9,Doctorate,Male,1,389-885-5373,LC9925,Grade 12,17,Spain
S00402,7.0,96.9,55.7,Bachelor,Female,5,357-749-9117,LC2798,Grade 10,14,Germany
S00403,,113.8,56.8,Associate,Male,1,551-328-8079,LC6926,Grade 11,16,Germany
S00404,10.2,84.9,46.5,Doctorate,Female,0,923-994-3688,LC7026,Grade 12,17,England
S00405,7.7,86.4,41.7,Associate,Female,2,921-642-4939,LC6482,Grade 11,16,England
S00406,13.1,,84.2,,Male,4,601-143-6400,,Grade 11,16,Spain
S00407,4.7,78.6,69.0,Master,Male,4,636-905-2407,LC8958,Grade 11,16,Spain
S00408,9.3,82.0,73.0,Associate,Male,1,772-442-5315,LC2665,Grade 11,16,Germany
S00409,10.6,71.3,63.1,Doctorate,Male,0,524-553-2875,LC2120,Grade 11,16,England
S00410,12.6,,93.3,Associate,Male,,986-569-4583,LC4886,Grade 11,16,France
S00411,13.6,78.5,91.4,,Male,,316-389-3632,,Grade 11,16,Germany
S00412,4.4,81.1,64.7,Master,Male,1,946-193-3231,LC8204,Grade 11,16,Germany
S00413,2.3,71.8,64.6,Doctorate,Male,0,307-521-7764,LC2193,Grade 11,17,Germany
S00414,,73.8,61.7,Doctorate,Male,0,780-410-3802,LC7176,Grade 11,15,France
S00415,11.7,,48.3,Bachelor,Male,1,159-618-8515,LC1770,Grade 11,16,England
S00416,6.3,77.9,58.9,Bachelor,Male,0,234-872-2955,,Grade 12,17,France
S00417,17.8,78.4,60.3,High School,Male,4,612-944-6464,LC9989,Grade 11,16,Spain
S00418,10.6,78.6,31.7,Bachelor,Male,5,987-475-6310,LC3352,Grade 11,16,England
S00419,15.9,67.7,30.8,Bachelor,Male,4,958-933-7410,LC5388,Grade 11,16,Spain
S00420,10.3,46.8,64.0,Bachelor,Male,0,564-358-3278,LC9769,Grade 11,16,Germany
S00421,20.3,106.5,77.5,Bachelor,Female,1,245-815-7164,,Grade 11,16,France
S00422,18.8,,53.4,,Female,4,576-989-6670,LC3195,Grade 11,16,Portugal
S00423,8.8,100.0,91.2,Bachelor,Male,2,769-355-1993,,Grade 11,16,Germany
S00424,14.9,53.5,60.8,Bachelor,Male,1,727-412-8151,LC9556,Grade 10,14,Germany
S00425,13.2,103.9,52.3,High School,Male,1,656-445-5646,,Grade 12,17,France
S00426,16.8,114.3,43.6,Doctorate,Male,4,278-615-5352,LC1336,Grade 10,15,England
S00427,5.2,95.9,66.5,Associate,Female,4,469-825-5935,LC4284,Grade 11,16,Portugal
S00428,,108.0,34.8,Associate,Male,3,674-437-5022,,Grade 10,15,Portugal
S00429,,91.0,53.8,,Female,3,796-883-9156,LC4518,Grade 10,15,Germany
S00430,1.2,58.1,65.7,High School,Male,4,644-979-8886,LC8913,Grade 10,15,Spain
S00431,4.1,,44.0,Associate,Male,2,596-404-6630,,Grade 12,17,England
S00432,-0.2,,57.2,Doctorate,Female,4,133-165-4822,LC4539,Grade 11,16,Germany
S00433,8.7,63.1,65.4,Master,Male,5,249-828-4096,,Grade 11,16,Germany
S00434,13.6,81.3,46.7,Associate,Female,1,111-814-7398,LC7735,Grade 11,16,England
S00435,17.5,78.6,74.8,Bachelor,Male,1,533-994-5583,LC1546,Grade 10,15,England
S00436,,84.3,79.1,Master,Male,1,546-433-2719,LC7077,Grade 12,17,Germany
S00437,18.1,39.2,,High School,Male,1,500-905-4989,LC8461,Grade 10,15,Germany
S00438,3.1,,62.0,Associate,Male,0,737-169-2072,LC8825,Grade 11,16,France
S00439,1.5,86.0,63.1,High School,Female,1,402-163-2054,,Grade 11,16,England
S00440,9.7,90.0,70.2,Bachelor,Male,2,510-650-5242,LC5657,Grade 10,14,Spain
S00441,11.9,91.3,60.5,Bachelor,Male,2,717-536-8638,,Grade 10,15,Germany
S00442,9.8,80.0,54.2,High School,Female,0,924-430-2019,LC7156,Grade 10,15,Germany
S00443,-0.3,67.4,49.1,Bachelor,Female,2,737-987-9865,,Grade 11,16,France
S00444,9.6,85.0,,Bachelor,Male,4,268-994-7927,LC1698,Grade 11,16,France
S00445,3.5,69.0,56.3,Master,Male,5,277-204-3881,,Grade 11,16,France
S00446,13.3,93.0,,,Male,3,399-801-4885,LC1001,Grade 11,16,France
S00447,11.8,83.5,80.7,Doctorate,Female,4,462-734-6349,LC4059,Grade 11,17,Germany
S00448,5.3,73.8,67.2,Associate,Female,3,936-735-8167,LC4122,Grade 12,17,France
S00449,7.4,59.6,49.7,,Female,5,321-475-6680,LC6268,Grade 11,16,Germany
S00450,4.7,97.4,,High School,Female,0,138-429-7222,LC4485,Grade 10,15,Germany
S00451,9.7,86.2,50.5,Bachelor,Male,2,246-673-8136,LC8293,Grade 12,17,Portugal
S00452,14.8,117.1,,High School,Female,2,496-754-3797,LC4823,Grade 11,16,Spain
S00453,-1.0,85.5,56.8,Associate,Male,0,425-689-9976,,Grade 11,16,Spain
S00454,12.5,87.2,61.9,High School,Male,0,899-550-2818,,Grade 11,16,England
S00455,7.3,45.7,55.7,Associate,Female,0,436-498-9163,LC7374,Grade 10,15,France
S00456,6.0,81.2,,Bachelor,Male,1,886-260-8743,LC6086,Grade 12,17,Germany
S00457,9.5,68.7,74.8,Master,Female,2,888-782-7908,LC2693,Grade 12,17,England
S00458,4.8,91.5,54.4,Doctorate,Male,1,615-914-7834,LC8539,Grade 11,16,Portugal
S00459,7.2,81.7,62.4,Master,Female,1,597-296-8695,LC9705,Grade 11,16,Spain
S00460,4.0,94.7,57.9,Associate,Female,1,972-717-3498,,Grade 11,16,Germany
S00461,19.8,117.7,50.2,Master,Male,5,225-286-8428,LC1108,Grade 11,16,England
S00462,10.2,59.0,67.4,Doctorate,Male,1,818-516-7307,,Grade 12,17,Germany
S00463,6.5,93.9,36.8,Associate,Male,1,117-802-3603,LC3473,Grade 10,15,Portugal
S00464,11.1,88.7,50.6,High School,Female,1,527-926-6797,LC1456,Grade 11,16,Germany
S00465,9.4,114.6,,Doctorate,Male,1,407-416-2695,,Grade 10,14,Portugal
S00466,8.9,89.1,51.4,Doctorate,Male,5,103-398-8656,,Grade 11,17,Germany
S00467,13.1,87.0,48.7,High School,Male,1,232-149-5826,,Grade 11,16,Germany
S00468,13.8,92.0,,,Male,1,541-568-7127,LC1709,Grade 11,16,France
S00469,7.3,93.4,60.6,High School,Female,3,397-449-7297,LC6390,Grade 10,15,England
S00470,7.1,104.1,59.4,Associate,Male,1,278-910-5540,LC4427,Grade 11,16,Spain
S00471,8.6,58.6,64.8,Master,Male,1,237-684-6936,,Grade 10,15,Germany
S00472,-1.5,67.2,68.5,Bachelor,Female,0,902-651-4240,LC3981,Grade 11,15,Germany
S00473,2.4,109.7,71.1,Master,Male,3,209-421-4020,LC7932,Grade 11,16,Germany
S00474,16.8,35.8,52.9,Master,Female,0,806-252-8950,,Grade 10,15,England
S00475,18.2,73.3,65.9,Doctorate,Female,2,497-100-7109,LC4484,Grade 10,15,England
S00476,8.8,78.0,61.1,High School,Female,1,172-903-8956,LC4235,Grade 11,15,France
S00477,12.9,71.5,63.4,Associate,Female,5,262-530-8531,LC4146,Grade 11,16,Spain
S00478,11.6,106.6,58.1,High School,Female,5,690-711-7682,LC6530,Grade 10,15,Spain
S00479,25.4,84.5,53.0,High School,Female,,668-679-2069,,Grade 12,17,England
S00480,15.6,67.3,61.3,Master,Male,5,250-844-6246,LC7475,Grade 10,15,England
S00481,9.4,62.3,57.9,Master,Male,3,780-496-4251,LC5336,Grade 10,15,Germany
S00482,5.2,80.6,69.5,Master,Male,2,189-567-4957,,Grade 12,17,Portugal
S00483,2.0,98.3,79.2,High School,Male,1,872-150-9966,LC4550,Grade 10,15,Portugal
S00484,11.0,,50.9,Bachelor,Male,1,616-245-1171,LC1631,Grade 12,18,Germany
S00485,,72.3,56.9,Doctorate,Male,2,870-360-1022,LC3511,Grade 11,16,Germany
S00486,2.9,61.1,99.8,Bachelor,Male,0,451-616-1602,LC9469,Grade 11,16,Germany
S00487,6.8,82.5,37.7,Associate,Male,,942-149-7444,LC2220,Grade 12,17,France
S00488,4.6,81.4,40.8,High School,Female,5,813-515-9779,LC3712,Grade 10,15,France
S00489,18.4,60.5,80.8,Master,Female,3,502-745-4845,LC2698,Grade 11,16,Germany
S00490,14.4,95.5,93.7,Associate,Male,1,448-466-5563,LC4882,Grade 10,15,England
S00491,10.0,109.1,86.8,Associate,Male,1,879-399-3423,LC3215,Grade 11,16,Portugal
S00492,17.4,76.0,69.7,Doctorate,Male,1,779-851-5667,LC7908,Grade 11,16,England
S00493,10.4,81.0,58.5,Master,Female,2,784-536-2600,LC9103,Grade 11,16,France
S00494,5.7,52.9,60.9,Associate,Male,1,182-541-4036,LC9992,Grade 11,16,Germany
S00495,17.6,89.7,71.0,Bachelor,Male,1,179-407-9177,LC4174,Grade 11,16,Spain
S00496,,84.3,79.0,Doctorate,Male,1,622-132-8767,LC2956,Grade 11,16,Germany
S00497,4.8,68.5,73.0,Doctorate,Male,1,519-601-2188,,Grade 10,15,France
S00498,9.0,60.1,34.8,,Male,3,796-333-5805,LC1513,Grade 10,15,Germany
S00499,5.6,112.0,47.4,High School,Male,1,647-199-2292,LC5409,Grade 11,16,Germany
S00500,3.1,82.7,69.2,Bachelor,Male,0,402-980-4130,LC4855,Grade 12,17,England
S00501,14.6,56.6,44.2,Doctorate,Male,4,555-902-2031,LC6669,Grade 10,15,Portugal
S00502,19.5,92.1,,Master,Male,2,517-875-6673,LC6125,Grade 11,16,Germany
S00503,3.0,79.6,78.1,Master,Male,2,398-374-6339,LC5956,Grade 12,17,Germany
S00504,12.8,76.2,68.9,Bachelor,Female,5,499-759-3581,LC5192,Grade 12,17,Germany
S00505,6.7,94.6,88.2,Associate,Male,1,429-840-6268,,Grade 10,15,France
S00506,7.6,,79.6,Doctorate,Female,1,181-646-8831,LC7287,Grade 12,17,Germany
S00507,7.0,,55.7,Doctorate,Female,1,644-454-3017,LC9322,Grade 12,17,Portugal
S00508,5.7,102.6,68.7,Doctorate,Male,3,166-207-1942,LC4801,Grade 11,16,Germany
S00509,10.2,72.4,53.1,Associate,Male,3,729-623-9028,LC3895,Grade 10,15,England
S00510,5.8,66.5,40.8,Doctorate,Male,2,293-174-9436,,Grade 11,16,England
S00511,11.4,48.2,82.9,Master,Male,1,274-192-6303,LC3951,Grade 10,15,Germany
S00512,9.7,78.9,62.1,Doctorate,Male,4,960-136-9993,LC1529,Grade 12,17,England
S00513,8.8,81.3,85.2,High School,Female,3,716-479-6546,LC6771,Grade 10,15,Germany
S00514,5.5,103.8,66.6,Associate,Female,5,370-631-7898,LC1786,Grade 11,16,Germany
S00515,7.1,82.4,69.2,Doctorate,Male,1,796-619-2475,LC3323,Grade 10,15,England
S00516,13.8,68.9,73.7,Doctorate,Female,1,240-733-6539,LC1392,Grade 10,15,France
S00517,12.5,83.1,62.2,Bachelor,Male,1,469-547-3337,,Grade 11,16,Spain
S00518,5.1,97.2,61.4,Doctorate,Male,2,870-137-4125,LC3417,Grade 12,17,England
S00519,10.5,92.8,68.6,Master,Female,2,265-737-4815,LC4196,Grade 10,15,France
S00520,13.8,87.4,83.7,Master,Female,2,552-379-6972,LC9651,Grade 12,17,Portugal
S00521,1.7,80.5,72.6,Bachelor,Male,0,692-614-5622,,Grade 11,16,Portugal
S00522,12.7,63.4,65.3,High School,Male,2,283-777-3351,LC6448,Grade 12,17,France
S00523,6.7,54.3,58.8,High School,Male,1,991-420-4001,LC9050,Grade 11,16,England
S00524,12.9,51.2,63.2,High School,Female,4,724-839-4373,LC1356,Grade 11,15,France
S00525,6.2,82.9,52.0,Bachelor,Male,1,433-588-7804,,Grade 10,15,Spain
S00526,1.0,85.0,50.3,Bachelor,Male,5,727-250-9263,LC5112,Grade 10,15,Germany
S00527,1.9,96.9,61.4,Master,Male,3,383-864-3311,LC3000,Grade 11,16,Germany
S00528,10.2,86.2,65.1,Associate,Female,3,532-939-7915,,Grade 10,15,Spain
S00529,11.3,96.0,75.9,Associate,Male,3,441-558-4978,LC8640,Grade 11,16,France
S00530,5.5,72.4,48.1,High School,Male,1,278-887-2401,LC8598,Grade 12,18,Spain
S00531,13.2,90.4,65.2,Associate,Male,1,334-472-4955,,Grade 11,16,France
S00532,1.7,55.0,,Doctorate,Male,5,472-421-3248,LC8837,Grade 11,16,Germany
S00533,9.7,73.8,50.3,High School,Male,4,333-653-7793,LC9424,Grade 11,16,Germany
S00534,3.9,,58.1,Master,Male,5,727-263-3181,LC3405,Grade 11,16,France
S00535,6.7,75.6,76.4,Associate,Male,1,317-224-3943,,Grade 12,18,Germany
S00536,10.2,99.5,64.1,Bachelor,Male,1,920-350-7055,LC1472,Grade 10,14,England
S00537,5.7,76.4,34.7,Associate,Male,,192-855-1747,,Grade 11,16,France
S00538,8.1,89.4,76.6,Master,Female,4,898-444-5906,LC8133,Grade 12,18,Germany
S00539,15.0,80.5,66.3,High School,Female,4,909-484-6416,LC1256,Grade 10,15,France
S00540,7.1,63.6,,Master,Female,1,788-582-7112,LC1845,Grade 11,16,Germany
S00541,,71.3,51.8,Doctorate,Male,2,292-800-3979,LC3571,Grade 10,15,Spain
S00542,4.4,98.6,63.1,High School,Male,2,306-627-5304,,Grade 10,15,Germany
S00543,12.6,89.3,69.7,Master,Male,2,457-941-5540,LC8140,Grade 11,16,Germany
S00544,17.2,62.6,80.4,Associate,Male,5,828-803-3424,LC2941,Grade 11,16,Germany
S00545,-2.4,47.3,51.5,Doctorate,Female,1,672-588-2047,LC9156,Grade 10,15,Portugal
S00546,6.0,79.1,58.2,Doctorate,Male,1,258-855-5446,LC7690,Grade 12,17,England
S00547,12.9,63.4,78.3,Associate,Female,5,516-386-4446,,Grade 10,15,Germany
S00548,9.0,71.5,80.7,High School,Female,2,124-505-7325,LC9908,Grade 12,18,Germany
S00549,11.9,45.9,60.1,,Male,3,110-435-5327,LC4158,Grade 10,15,France
S00550,7.0,,57.0,High School,Male,2,609-297-3968,LC3344,Grade 12,17,England
S00551,10.4,73.1,72.5,Bachelor,Female,0,223-349-2258,LC5473,Grade 12,18,Spain
S00552,9.2,76.1,,,Male,0,903-420-5212,,Grade 11,16,France
S00553,15.8,58.3,64.8,Master,Male,0,490-152-1256,LC9381,Grade 12,17,France
S00554,11.3,69.5,64.6,Associate,Male,1,242-381-6473,LC5377,Grade 11,16,Germany
S00555,11.7,77.4,58.0,Doctorate,Female,5,866-701-9640,LC9860,Grade 11,16,France
S00556,7.9,62.7,72.1,High School,Male,2,340-447-1182,LC1745,Grade 12,17,England
S00557,7.6,70.7,81.4,Bachelor,Male,1,728-873-5023,LC7241,Grade 12,17,Germany
S00558,7.8,102.7,50.4,High School,Male,4,951-101-2744,LC4212,Grade 11,16,England
S00559,12.0,40.0,54.1,High School,Male,0,181-409-9836,,Grade 12,17,Germany
S00560,,78.7,75.0,Bachelor,Female,1,741-424-8589,,Grade 11,16,Germany
S00561,11.4,59.3,43.2,High School,Male,2,483-562-1508,,Grade 12,17,Portugal
S00562,20.4,101.7,57.0,Associate,Male,1,575-479-6706,LC3742,Grade 10,15,France
S00563,14.4,71.4,97.5,High School,Female,4,937-362-8471,,Grade 12,17,Germany
S00564,8.4,54.1,,Bachelor,Female,2,936-927-3102,LC4663,Grade 12,17,Germany
S00565,16.0,,60.7,High School,Male,3,171-513-1174,LC6766,Grade 11,16,Germany
S00566,8.0,82.0,39.1,Associate,Female,2,378-280-6120,LC9333,Grade 12,17,Germany
S00567,-0.2,,,,Male,0,226-322-3929,,Grade 12,17,England
S00568,5.0,32.8,80.9,Master,Female,2,205-599-1750,,Grade 11,16,France
S00569,0.6,51.0,47.5,Doctorate,Female,1,894-849-1050,,Grade 10,15,Spain
S00570,8.2,101.1,65.7,High School,Female,0,369-661-3129,,Grade 12,17,France
S00571,10.1,44.8,84.1,High School,Female,5,992-547-9924,,Grade 11,16,England
S00572,18.4,75.2,57.5,High School,Male,5,581-816-7819,LC6613,Grade 10,14,Portugal
S00573,11.6,65.3,58.1,Associate,Male,3,992-570-2671,LC8460,Grade 11,16,England
S00574,8.9,62.2,75.4,Doctorate,Male,1,524-172-7520,LC8533,Grade 12,17,England
S00575,14.1,,85.3,Bachelor,Female,2,973-988-1327,LC1100,Grade 11,15,Spain
S00576,-1.1,68.3,77.7,Master,Male,5,373-791-1722,LC2652,Grade 12,17,Spain
S00577,11.2,,87.1,Associate,Male,1,733-767-9665,LC1230,Grade 11,16,England
S00578,13.9,101.6,30.4,Bachelor,Female,4,678-968-6277,LC1967,Grade 11,16,England
S00579,2.6,83.5,71.3,Master,Male,2,291-498-6195,LC2504,Grade 11,16,Germany
S00580,15.7,70.3,84.3,Doctorate,Female,0,103-799-5081,,Grade 11,16,Germany
S00581,11.7,80.2,71.8,Bachelor,Male,2,478-103-7155,LC6200,Grade 11,17,England
S00582,7.9,91.1,62.8,Doctorate,Female,2,330-198-3697,,Grade 12,17,Germany
S00583,13.2,95.0,46.6,High School,Male,1,317-641-6616,LC8869,Grade 11,16,Germany
S00584,21.4,82.4,54.0,,Male,3,218-824-5731,LC5852,Grade 11,16,Germany
S00585,10.9,105.6,87.5,High School,Female,0,200-423-2676,LC2675,Grade 11,16,Germany
S00586,11.2,62.7,200.0,Associate,Male,0,885-471-1953,,Grade 10,15,England
S00587,7.7,97.8,55.5,Bachelor,Male,1,681-853-6805,LC9534,Grade 12,17,Germany
S00588,5.8,89.1,41.7,,Male,4,929-485-1144,,Grade 11,16,Germany
